title,price,link
"Redmi A4 5G (Sparkle Purple, 4GB RAM, 64GB Storage) | Global Debut SD 4s Gen 2 | Segment Largest 6.88in 120Hz | 50MP Dual Camera | 18W Fast Charging","8,299",https://www.amazon.in/Redmi-Sparkle-Storage-Segment-Charging/dp/B0DLW427YG/ref=sr_1_10?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-10
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)","73,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDc0MDU0NTE5MTUxNzA0OjE3MzcwOTMxMjU6c3BfbXRmOjIwMTE2MjQ1Nzk1Mjk4OjowOjo&url=%2FSamsung-Galaxy-Ultra-Green-Storage%2Fdp%2FB0BT9CXXXX%2Fref%3Dsr_1_11_sspa%3Fdib%3DeyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093124%26sr%3D8-11-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"iQOO Z9x 5G (Tornado Green, 6GB RAM, 128GB Storage) | Snapdragon 6 Gen 1 with 560k+ AnTuTu Score | 6000mAh Battery with 7.99mm Slim Design | 44W FlashCharge","13,499",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDc0MDU0NTE5MTUxNzA0OjE3MzcwOTMxMjU6c3BfbXRmOjMwMDE5MzUwNTg4ODUzMjo6MDo6&url=%2FiQOO-Tornado-Storage-Snapdragon-FlashCharge%2Fdp%2FB07WHQHNZC%2Fref%3Dsr_1_12_sspa%3Fdib%3DeyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093124%26sr%3D8-12-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"realme NARZO N61 (Voyage Blue,4GB RAM+64GB Storage) 90Hz Eye Comfort Display | IP54 Dust & Water Resistance | 48-Month Fluency | Charger in The Box","7,498",https://www.amazon.in/realme-Storage-Comfort-Resistance-48-Month/dp/B0D945V84N/ref=sr_1_13?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-13
"Samsung Galaxy M15 5G Prime Edition (Celestial Blue,6GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update","11,999",https://www.amazon.in/Samsung-Celestial-MediaTek-Dimensity-Security/dp/B0DGXB4SX1/ref=sr_1_14?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-14
"vivo Y18i (Space Black, 4GB RAM, 64GB Storage) with No Cost EMI/Additional Exchange Offers |Without Charger","7,999",https://www.amazon.in/vivo-Storage-Additional-Exchange-Without/dp/B07WHQZ93Z/ref=sr_1_15?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-15
"Samsung Galaxy M35 5G (Thunder Grey,6GB RAM,128GB Storage)| Corning Gorilla Glass Victus+| AnTuTu Score 595K+ | Vapour Cooling Chamber | 6000mAh Battery | 120Hz Super AMOLED Display| Without Charger","14,999",https://www.amazon.in/Samsung-Thunder-Storage-Corning-Gorilla/dp/B0D7Z8CJP8/ref=sr_1_16?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-16
"Samsung Galaxy M15 5G Prime Edition (Celestial Blue,8GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update","13,499",https://www.amazon.in/Samsung-Celestial-MediaTek-Dimensity-Security/dp/B0DGXB3KPQ/ref=sr_1_17?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-17
"Redmi 13C 5G (Starlight Black, 4GB RAM, 128GB Storage) | MediaTek Dimensity 6100+ 5G | 90Hz Display","8,999",https://www.amazon.in/Redmi-Starlight-Storage-MediaTek-Dimensity/dp/B0CNX89QR8/ref=sr_1_18?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-18
POCO C61 Ethereal Blue 4GB RAM 64GB ROM,"5,999",https://www.amazon.in/POCO-C61-Ethereal-Blue-64GB/dp/B0CYBLHZPW/ref=sr_1_19?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-19
"OnePlus Nord CE4 Lite 5G (Super Silver, 8GB RAM, 128GB Storage)","17,998",https://www.amazon.in/OnePlus-Super-Silver-128GB-Storage/dp/B0D5YCYS1G/ref=sr_1_20?dib=eyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4&dib_tag=se&keywords=mobile&qid=1737093124&sr=8-20
"iPhone 16 128 GB: 5G Mobile Phone with Camera Control, A18 Chip and a Big Boost in Battery Life. Works with AirPods; Pink","74,900",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDc0MDU0NTE5MTUxNzA0OjE3MzcwOTMxMjU6c3BfYnRmOjMwMDM1MTQ4MTk4MDgzMjo6MDo6&url=%2FiPhone-16-128-GB-Control%2Fdp%2FB0DGJ8YZDF%2Fref%3Dsr_1_21_sspa%3Fdib%3DeyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093124%26sr%3D8-21-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"Redmi Note 14 5G (Mystique White, 6GB RAM 128GB Storage) | Global Debut MTK Dimensity 7025 Ultra | 2100 nits Segment Brightest 120Hz AMOLED | 50MP Sony LYT 600 OIS+EIS Triple Camera","18,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2MDc0MDU0NTE5MTUxNzA0OjE3MzcwOTMxMjU6c3BfYnRmOjMwMDQzNDkwNTkyNDEzMjo6MDo6&url=%2FRedmi-Note-14-5G-Dimensity%2Fdp%2FB0DPFSH2X3%2Fref%3Dsr_1_22_sspa%3Fdib%3DeyJ2IjoiMSJ9.YFHwfIh7GPJJ09bm1bBIDwKwlru45-aVkYbYuuzU2oin5lWFj8DwOG_R_M1mekwwcJYUgb-hmidcZwpbCZKOcuA60rTv09tadJUKbOb3ZTJSTaYIwYye-_dnuXk83nFVN16MOvzf32HCBlSX29L1Gd84hY0sw-iDYMbFpOKneI-0OYnsRMLE2tEjtzYP07Iu88iNHq28SY3QrT4jOta3XcxgLY7Acpf1HTrmIgNTu24.5f-TN0-mID7ekjDTvvyE2XUamqO63g61tbx9yuUevU4%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093124%26sr%3D8-22-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
NEWDRU AI Auto Face Tracking Tripod | 360° Rotation Mobile Stand for Video Recording | Rechargeable Phone Holder Camera Stand for Shooting | Gesture Control | | No App Needed,"2,975",https://www.amazon.inhttps://aax-eu.amazon.in/x/c/JJ-34BLzHbSuxqB41F69uhgAAAGUctGT5gMAAAH2AQBvbm9fdHhuX2JpZDIgICBvbm9fdHhuX2ltcDEgICBOt9jR/clv1_CEuOPUxokZA0iHrVXLgjzA_OZXxnceUas7cFyAyQrb1a4X9821mmUvw18HHE8xvVjq0yzpNb3X7OfU3yA3t4WEZsGj-0GtbQTG4KRkNMe0H7QqlVxYgc6JJGZx2D8ENuTfckzP1aQQg7bd6oWt9wn2sEsPOjppS_a08dGqElHkjQi6bVzAxiHAflaNnkLOk2DmgANIWag5daWm52LZlWY-EBkM6hl6tqChDBJKMyygIF84JumvWoS04s3xn93EJDCTjgKLnRsQJykRVQdu1eXy-5ZGe_iUrqEd6AsJjSCrMkI0mlzpS-xTzUQhLGFFDNtTl2hpMQZt71h7T7EPKdCOl7yNsuC_tcxc5wNWK4cpeZ6n89rRSVgx29QQ/https://www.amazon.in/dp/B0DJNNPHJZ?pd_rd_i=B0DJNNPHJZ&pf_rd_p=3353ca56-2043-45f1-9c2e-99dccef31d9d&pf_rd_r=1QNK72AT39VB1N6Q4STS&pd_rd_wg=UkF3u&pd_rd_w=5nGT1&pd_rd_r=f5e85006-f88a-40ae-a083-e006a1350530
"Samsung Galaxy M15 5G Prime Edition (Stone Grey,6GB RAM,128GB Storage)| Super AMOLED Display| 50MP Triple Cam| 6000mAh Battery| MediaTek Dimensity 6100+| 4 Gen. OS Upgrade & 5 Year Security Update","11,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTIyMDgyNzk2NzI3MzUxOjE3MzcwOTMxMjY6c3BfYXRmX25leHQ6MzAwMzQ1NzY2MTU4MjMyOjowOjo&url=%2FSamsung-Storage-MediaTek-Dimensity-Security%2Fdp%2FB0DGXBSYHS%2Fref%3Dsr_1_17_sspa%3Fdib%3DeyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093126%26sr%3D8-17-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Samsung Galaxy S23 Ultra 5G AI Smartphone (Green, 12GB, 256GB Storage)","73,999",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxOTIyMDgyNzk2NzI3MzUxOjE3MzcwOTMxMjY6c3BfYXRmX25leHQ6MjAxMTYyNDU3OTUyOTg6OjA6Og&url=%2FSamsung-Galaxy-Ultra-Green-Storage%2Fdp%2FB0BT9CXXXX%2Fref%3Dsr_1_18_sspa%3Fdib%3DeyJ2IjoiMSJ9.VWozgTc6kTttuTLP0CU-YN56-LX5TmZUrJWPX3kHEiWKiFUtZZ0FmNuG_aFNoNuz6mxoLi2QIIqeYfK7E7T3kkJqEVEX39Z8vjXIQKmTUfHPUNnF-Y-bM-Umhpip75wkb1p_TmEYH6ZtaR590VHwjfFnbuwY3qnAcF3ON5KPCQXDJDRNHUMBjGmAY2zV1-LpUir-VOPGCz2LxOCTqAJF848hJmM0Sv4rLIla1-OCvmo.QqU86EBbsk-xXb5fYMwOHx-h8XHR7d7mfwEc1x40krU%26dib_tag%3Dse%26keywords%3Dmobile%26qid%3D1737093126%26sr%3D8-18-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
